Date,Rate
1978-07-01,0.9629272989889264
1978-08-01,0.9485866059571239
1978-09-01,0.947059380623165
1978-10-01,0.9313588525658936
1978-11-01,0.948676596148373
1978-12-01,0.9482268158543524
1979-01-01,0.9466111321469141
1979-02-01,0.9494872768704901
1979-03-01,0.9487666034155597
1979-04-01,0.9527439024390243
1979-05-01,0.9581297307655456
1979-06-01,0.9681479330041631
1979-07-01,0.9800078400627206
1979-08-01,0.9861932938856016
1979-09-01,0.997207818109294
1979-10-01,1.0146103896103895
1979-11-01,1.0329511414110113
1979-12-01,1.019367991845056
1980-01-01,1.013273887931908
1980-02-01,1.0208248264597795
1980-03-01,1.0476689366160292
1980-04-01,1.0559662090813096
1980-05-01,1.0241704219582137
1980-06-01,1.0128633647320977
1980-07-01,1.013787510137875
1980-08-01,1.023122570083896
1980-09-01,1.0171905197843556
1980-10-01,1.0196798205363515
1980-11-01,1.0333781130515656
1980-12-01,1.0482180293501049
1981-01-01,1.0401497815685459
1981-02-01,1.0705491917353602
1981-03-01,1.0869565217391304
1981-04-01,1.1077877478675087
1981-05-01,1.1344299489506524
1981-06-01,1.1652295502213936
1981-07-01,1.193744777366599
1981-08-01,1.2146240738491436
1981-09-01,1.2100677637947725
1981-10-01,1.214329083181542
1981-11-01,1.203369434416366
1981-12-01,1.2080212611741967
1982-01-01,1.2285012285012287
1982-02-01,1.2605571662674901
1982-03-01,1.287001287001287
1982-04-01,1.3061650992685476
1982-05-01,1.2981955082435415
1982-06-01,1.33422281521014
1982-07-01,1.3515339910798756
1982-08-01,1.3657470636438132
1982-09-01,1.3808340237503454
1982-10-01,1.3999720005599887
1982-11-01,1.4066676044450697
1982-12-01,1.37797988149373
1983-01-01,1.3713658804168953
1983-02-01,1.3910140492418974
1983-03-01,1.5006002400960385
1983-04-01,1.5213753232922562
1983-05-01,1.509433962264151
1983-06-01,1.5229972586049345
1983-07-01,1.5295197308045272
1983-08-01,1.5360983102918586
1983-09-01,1.5309246785058175
1983-10-01,1.5114873035066507
1983-11-01,1.5186028853454823
1983-12-01,1.5356265356265357
1984-01-01,1.5417823003391922
1984-02-01,1.519756838905775
1984-03-01,1.49902563333833
1984-04-01,1.5190642564180465
1984-05-01,1.5410695022345506
1984-06-01,1.557389814670612
1984-07-01,1.7975912277548085
1984-08-01,2.003606491685033
1984-09-01,2.0429009193054135
1984-10-01,2.057189878625797
1984-11-01,2.029220779220779
1984-12-01,2.0721094073767095
1985-01-01,2.1258503401360547
1985-02-01,2.21141088014153
1985-03-01,2.208480565371025
1985-04-01,2.196836555360281
1985-05-01,2.2123893805309733
1985-06-01,2.176278563656148
1985-07-01,2.006823198876179
1985-08-01,1.8670649738610905
1985-09-01,1.8765246762994932
1985-10-01,1.7565431231336728
1985-11-01,1.7473353136466887
1985-12-01,1.9000570017100513
1986-01-01,1.9357336430507164
1986-02-01,1.88040616773223
1986-03-01,1.8932222642938281
1986-04-01,1.7815784785319793
1986-05-01,1.7646020822304571
1986-06-01,1.8318373328448432
1986-07-01,1.88040616773223
1986-08-01,1.9972039145196723
1986-09-01,2.0855057351407718
1986-10-01,1.9845207382417145
1986-11-01,1.9462826002335538
1986-12-01,1.9477989871445267
1987-01-01,1.8653236336504382
1987-02-01,1.8244845831052727
1987-03-01,1.7752529735487306
1987-04-01,1.7316017316017316
1987-05-01,1.7349063150589867
1987-06-01,1.7038677798602828
1987-07-01,1.6767270288397047
1987-08-01,1.697216564833673
1987-09-01,1.5785319652722969
1987-10-01,1.561767921286897
1987-11-01,1.6152479405588758
1987-12-01,1.5465511908444172
1988-01-01,1.5192950470981463
1988-02-01,1.5062509414068384
1988-03-01,1.5096618357487923
1988-04-01,1.5119443604475356
1988-05-01,1.451589490492089
1988-06-01,1.4285714285714286
1988-07-01,1.4963339817447254
1988-08-01,1.5429717636167257
1988-09-01,1.6265452179570592
1988-10-01,1.6100466913540492
1988-11-01,1.5607928827844544
1988-12-01,1.5718327569946557
1989-01-01,1.602307322544464
1989-02-01,1.6225864027259453
1989-03-01,1.6246953696181965
1989-04-01,1.6347882949158083
1989-05-01,1.6469038208168645
1989-06-01,1.742767514813524
1989-07-01,1.737921445950643
1989-08-01,1.6886187098953058
1989-09-01,1.6909029421711192
1989-10-01,1.7032873445750298
1989-11-01,1.7015484090522375
1989-12-01,1.6818028927009754
1990-01-01,1.6605778811026237
1990-02-01,1.6903313049357673
1990-03-01,1.7102787754403967
1990-04-01,1.7277125086385625
1990-05-01,1.7455053237912377
1990-06-01,1.7167381974248928
1990-07-01,1.6906170752324599
1990-08-01,1.6315875346712352
1990-09-01,1.6108247422680413
1990-10-01,1.635858007524947
1990-11-01,1.6361256544502618
1990-12-01,1.6786973308712438
1991-01-01,1.6812373907195697
1991-02-01,1.6633399866932803
1991-03-01,1.6837851490149858
1991-04-01,1.6975046681378374
1991-05-01,1.7050298380221653
1991-06-01,1.7346053772766694
1991-07-01,1.7642907551164433
1991-08-01,1.7436791630340016
1991-09-01,1.7244352474564582
1991-10-01,1.7758835020422659
1991-11-01,1.774622892635315
1991-12-01,1.8096272167933407
1992-01-01,1.8453589223103892
1992-02-01,1.845699520118125
1992-03-01,1.8251505749224308
1992-04-01,1.847063169560399
1992-05-01,1.8688095683049897
1992-06-01,1.8450184501845017
1992-07-01,1.8311664530305805
1992-08-01,1.849796522382538
1992-09-01,1.8480872297172426
1992-10-01,1.8539117538005192
1992-11-01,1.923076923076923
1992-12-01,1.9391118867558657
1993-01-01,1.9504583577140626
1993-02-01,1.937984496124031
1993-03-01,1.8857250612860645
1993-04-01,1.8552875695732838
1993-05-01,1.841959845275373
1993-06-01,1.8535681186283597
1993-07-01,1.8214936247723132
1993-08-01,1.8096272167933407
1993-09-01,1.8129079042784628
1993-10-01,1.8096272167933407
1993-11-01,1.8251505749224308
1993-12-01,1.7975912277548085
1994-01-01,1.7774617845716318
1994-02-01,1.7409470752089136
1994-03-01,1.7516202487300754
1994-04-01,1.7571604287471445
1994-05-01,1.713796058269066
1994-06-01,1.6914749661705009
1994-07-01,1.665001665001665
1994-08-01,1.6633399866932803
1994-09-01,1.658374792703151
1994-10-01,1.6420361247947455
1994-11-01,1.6105653084232565
1994-12-01,1.5691197238349286
1995-01-01,1.5620118712902218
1995-02-01,1.5760441292356187
1995-03-01,1.547987616099071
1995-04-01,1.498800959232614
1995-05-01,1.4983518130056936
1995-06-01,1.4936519790888723
1995-07-01,1.483239394838327
1995-08-01,1.5223017202009437
1995-09-01,1.5241579027587258
1995-10-01,1.5174506828528072
1995-11-01,1.5332720024532351
1995-12-01,1.5384615384615383
1996-01-01,1.5108022359873092
1996-02-01,1.481700992739665
1996-03-01,1.4688601645123385
1996-04-01,1.4654161781946073
1996-05-01,1.458363715910748
1996-06-01,1.4781966001478197
1996-07-01,1.4492753623188408
1996-08-01,1.4522218995062446
1996-09-01,1.4359563469270533
1996-10-01,1.4271442842871414
1996-11-01,1.4088475626937165
1996-12-01,1.4184397163120568
1997-01-01,1.42673705236125
1997-02-01,1.447596988998263
1997-03-01,1.432870038687491
1997-04-01,1.444669170759896
1997-05-01,1.4471780028943562
1997-06-01,1.4553922282055012
1997-07-01,1.51285930408472
1997-08-01,1.557389814670612
1997-09-01,1.572327044025157
1997-10-01,1.5733165512901195
1997-11-01,1.6020506247997437
1997-12-01,1.6909029421711192
1998-01-01,1.7262213015708612
1998-02-01,1.71556013038257
1998-03-01,1.7464198393293748
1998-04-01,1.8070112034694614
1998-05-01,1.8559762435040834
1998-06-01,1.9519812609798948
1998-07-01,1.9286403085824495
1998-08-01,1.9956096587507484
1998-09-01,1.9825535289452816
1998-10-01,1.918281220026856
1998-11-01,1.8726591760299625
1998-12-01,1.9146084625694046
1999-01-01,1.8559762435040834
1999-02-01,1.8399264029438822
1999-03-01,1.8786398647379297
1999-04-01,1.8426386585590566
1999-05-01,1.8083182640144664
1999-06-01,1.8779342723004695
1999-07-01,1.9007793195210037
1999-08-01,1.9015021867275146
1999-09-01,1.9120458891013383
1999-10-01,1.9447685725398678
1999-11-01,1.952362358453729
1999-12-01,1.965795164143896
2000-01-01,1.9504583577140626
2000-02-01,2.039567611666327
2000-03-01,2.039983680130559
2000-04-01,2.0161290322580645
2000-05-01,2.1240441801189465
2000-06-01,2.1253985122210417
2000-07-01,2.1753317380900588
2000-08-01,2.2461814914645104
2000-09-01,2.397506593143131
2000-10-01,2.4993751562109474
2000-11-01,2.506265664160401
2000-12-01,2.3272050267628575
2001-01-01,2.25123818099955
2001-02-01,2.3014959723820483
2001-03-01,2.391200382592061
2001-04-01,2.457606291472106
2001-05-01,2.370791844476055
2001-06-01,2.414875633904854
2001-07-01,2.450379808870375
2001-08-01,2.3180343069077423
2001-09-01,2.3963575365444525
2001-10-01,2.4160425223483935
2001-11-01,2.405002405002405
2001-12-01,2.405580947798893
2002-01-01,2.3557126030624262
2002-02-01,2.3883448770002387
2002-03-01,2.3078698361412417
2002-04-01,2.2583559168925023
2002-05-01,2.1691973969631237
2002-06-01,2.046663937781416
2002-07-01,2.079434393844874
2002-08-01,2.157497303128371
2002-09-01,2.126754572522331
2002-10-01,2.0755500207555
2002-11-01,2.0108586366378445
2002-12-01,1.9577133907595927
2003-01-01,1.8525379770285293
2003-02-01,1.8053800324968408
2003-03-01,1.8060321473722234
2003-04-01,1.8122508155128672
2003-05-01,1.7373175816539264
2003-06-01,1.7196904557179706
2003-07-01,1.7053206002728512
2003-08-01,1.71556013038257
2003-09-01,1.7114495978093445
2003-10-01,1.6611295681063123
2003-11-01,1.591089896579157
2003-12-01,1.5453562046051614
2004-01-01,1.4841199168892847
2004-02-01,1.4459224985540775
2004-03-01,1.5135462388375966
2004-04-01,1.558846453624318
2004-05-01,1.6257519102584945
2004-06-01,1.591343093570974
2004-07-01,1.5463120457708364
2004-08-01,1.5241579027587258
2004-09-01,1.5165301789505612
2004-10-01,1.4607069821793748
2004-11-01,1.42673705236125
2004-12-01,1.3987970345502867
2005-01-01,1.4154281670205238
2005-02-01,1.397624039133473
2005-03-01,1.36986301369863
2005-04-01,1.3871549452073797
2005-05-01,1.3906271728549577
2005-06-01,1.4118311449950585
2005-07-01,1.4729709824716455
2005-08-01,1.437607820586544
2005-09-01,1.4312294260770002
2005-10-01,1.4320492624946297
2005-11-01,1.449905756125852
2005-12-01,1.4394702749388226
2006-01-01,1.4551804423748544
2006-02-01,1.4847809948032666
2006-03-01,1.576789656259855
2006-04-01,1.607717041800643
2006-05-01,1.5845349389954049
2006-06-01,1.6155088852988693
2006-07-01,1.6186468112657817
2006-08-01,1.575299306868305
2006-09-01,1.5264845061822623
2006-10-01,1.5103458692040477
2006-11-01,1.4940983116689077
2006-12-01,1.4423770373575653
2007-01-01,1.4394702749388226
2007-02-01,1.442169022209403
2007-03-01,1.4295925661186561
2007-04-01,1.3614703880190606
2007-05-01,1.3635124079629124
2007-06-01,1.321003963011889
2007-07-01,1.271940981938438
2007-08-01,1.3776002204160354
2007-09-01,1.391207568169171
2007-10-01,1.315270288044193
2007-11-01,1.3104442405975625
2007-12-01,1.3003901170351104
2008-01-01,1.2919896640826873
2008-02-01,1.254862592546116
2008-03-01,1.249375312343828
2008-04-01,1.2663036596175763
2008-05-01,1.2858428700012858
2008-06-01,1.3130252100840336
2008-07-01,1.3252054068380599
2008-08-01,1.410238330277817
2008-09-01,1.4838996883810653
2008-10-01,1.6455487905216388
2008-11-01,1.7655367231638417
2008-12-01,1.7866714311238163
2009-01-01,1.8148820326678765
2009-02-01,1.937984496124031
2009-03-01,1.8740629685157422
2009-04-01,1.7455053237912377
2009-05-01,1.6627868307283005
2009-06-01,1.5659254619480114
2009-07-01,1.5518311607697084
2009-08-01,1.4779781259237363
2009-09-01,1.419244961680386
2009-10-01,1.3539128080151637
2009-11-01,1.369675386933297
2009-12-01,1.3948946854512485
2010-01-01,1.3768415255404105
2010-02-01,1.434102968593145
2010-03-01,1.4212620807276861
2010-04-01,1.4040999719180005
2010-05-01,1.43184421534937
2010-06-01,1.443834825295986
2010-07-01,1.3995801259622114
2010-08-01,1.3986013986013988
2010-09-01,1.37211855104281
2010-10-01,1.3297872340425532
2010-11-01,1.2948336138806165
2010-12-01,1.3313806417254694
2011-01-01,1.3061650992685476
2011-02-01,1.3123359580052494
2011-03-01,1.347164219318335
2011-04-01,1.266784899923993
2011-05-01,1.2564392511622062
2011-06-01,1.225940909648155
2011-07-01,1.179245283018868
2011-08-01,1.1934598400763814
2011-09-01,1.231678778174652
2011-10-01,1.2639029322548028
2011-11-01,1.2963443090484834
2011-12-01,1.2988699831146902
2012-01-01,1.2476606363069245
2012-02-01,1.1977482333213558
2012-03-01,1.2193634922570418
2012-04-01,1.2224938875305624
2012-05-01,1.2906556530717603
2012-06-01,1.2810658467845248
2012-07-01,1.252191334835963
2012-08-01,1.2339585389930898
2012-09-01,1.2196609342602758
2012-10-01,1.2199585214102722
2012-11-01,1.2202562538133008
2012-12-01,1.2030798845043311
2013-01-01,1.1947431302270013
2013-02-01,1.1926058437686344
2013-03-01,1.2071463061323031
2013-04-01,1.1793843613633683
2013-05-01,1.212268153715602
2013-06-01,1.2651821862348178
2013-07-01,1.2682308180088777
2013-08-01,1.2632642748863063
2013-09-01,1.2250398137939482
2013-10-01,1.1983223487118035
2013-11-01,1.210800339024095
2013-12-01,1.215953307392996
2014-01-01,1.2084592145015105
2014-02-01,1.205254911413764
2014-03-01,1.1710973181871414
2014-04-01,1.1619800139437602
2014-05-01,1.1621150493898895
2014-06-01,1.1599582415033058
2014-07-01,1.1511453896627144
2014-08-01,1.185255422543558
2014-09-01,1.2294074256208507
2014-10-01,1.2696800406297613
2014-11-01,1.2764871074802144
2014-12-01,1.2876641771825907
2015-01-01,1.3109596224436286
2015-02-01,1.3415615776764154
2015-03-01,1.3404825737265416
2015-04-01,1.3164823591363874
2015-05-01,1.3544629554381689
2015-06-01,1.4316392269148175
2015-07-01,1.5037593984962405
2015-08-01,1.5269506794930523
2015-09-01,1.5775358889414735
2015-10-01,1.4940983116689077
2015-11-01,1.5257857796765335
2015-12-01,1.4819205690574986
2016-01-01,1.5304560759106214
2016-02-01,1.5076134479119554
2016-03-01,1.4825796886582654
2016-04-01,1.4509576320371445
2016-05-01,1.4690759512266784
2016-06-01,1.42025280499929
2016-07-01,1.4021312394840157
2016-08-01,1.38217000691085
2016-09-01,1.3676148796498906
2016-10-01,1.398014818957081
2016-11-01,1.398014818957081
2016-12-01,1.4206563432305725
2017-01-01,1.4021312394840157
2017-02-01,1.3833171946327294
2017-03-01,1.4273479874393378
2017-04-01,1.4349261013057828
2017-05-01,1.439677512237259
2017-06-01,1.3825521913452232
2017-07-01,1.359064963305246
2017-08-01,1.3693002875530604
2017-09-01,1.3776002204160354
2017-10-01,1.42025280499929
2017-11-01,1.4522218995062446
2017-12-01,1.4355440712029859
2018-01-01,1.3768415255404105
2018-02-01,1.3689253935660506
2018-03-01,1.3777900248002204
2018-04-01,1.3804527885146327
2018-05-01,1.4382281029771322
2018-06-01,1.4405070584845865
2018-07-01,1.4729709824716455
2018-08-01,1.4994751836857099
2018-09-01,1.5156107911488328
2018-10-01,1.5344483658124906
